148528,75,399,200,17,22.69,34.91
148693,75,399,179,17,22.69,34.91
148858,75,399,239,17,22.69,34.95
149023,76,399,240,17,22.70,34.98
149188,75,400,238,17,22.72,35.01
149353,74,399,174,18,22.70,35.09
149518,76,399,149,17,22.70,35.18
149683,75,399,258,18,22.71,35.18
149848,75,400,209,18,22.70,35.26
150013,75,399,66,18,22.72,35.31
150178,75,400,76,17,22.70,35.27
150343,75,399,216,17,22.71,35.26
150508,76,399,225,16,22.72,35.23
150673,75,399,187,17,22.71,35.21
150838,75,399,94,18,22.72,35.15
151003,75,399,142,16,22.73,35.11
151168,74,399,226,17,22.73,35.07
151333,75,399,225,17,22.71,35.10
151498,74,399,223,17,22.72,35.02
[AI Probe] Fire: 0.19 | No-Fire: 0.00 | Flame: 17.00
[INFO] Clearing... Level: 1
151697,74,399,66,17,22.69,35.02
151862,75,400,189,17,22.71,34.98
152027,75,399,277,16,22.71,34.94
152192,75,399,174,16,22.72,34.89
152357,75,400,219,17,22.72,34.87
152522,75,400,298,17,22.71,34.86
152687,74,399,302,17,22.72,34.84
152852,75,400,241,17,22.71,34.83
153017,75,400,89,17,22.73,34.79
153182,75,400,157,17,22.72,34.81
153347,75,400,193,18,22.73,34.80
153512,75,400,250,18,22.72,34.81
153677,75,400,258,14,22.71,34.82
153842,75,400,237,17,22.72,34.80
154007,75,400,243,16,22.71,34.79
154172,75,400,261,17,22.72,34.75
154337,75,400,288,17,22.72,34.75
154502,75,400,260,17,22.73,34.75
154667,75,400,239,24,22.72,34.73
154832,75,400,257,17,22.73,34.74
[AI Probe] Fire: 0.95 | No-Fire: 0.00 | Flame: 17.00
[INFO] Clearing... Level: 0
[Suppressing] AI thinks Fire, but physical sensors see no Smoke/Flame (likely Sunlight).
155039,75,400,295,17,22.70,34.78
155204,79,402,243,16,22.73,34.74
155369,74,400,219,17,22.72,34.77
155534,75,400,349,17,22.73,34.81
155699,74,400,263,17,22.73,34.83
155864,75,400,218,17,22.71,34.82
156029,75,400,250,17,22.73,34.82
156194,74,401,267,19,22.73,34.80
156359,74,400,216,17,22.72,34.83
